код_препарата,дозировка,торговое_название,стоимость,мета_информация
202200149,250,суксимид,2786,"суксимид, 250 мг № 100, капсулы"
202200159,340+11.8,дуаклир дженуэйр,2464,"дуаклир дженуэйр, 340 мкг+11,8 мкг/доза 60 доз № 1, порошок для ингаляций дозированный"
202200161,80,соталол фармасинтез,94,"соталол фармасинтез, 80 мг № 30, таблетки"
202200166,5,бисопролол-акос,28,"бисопролол-акос, 5 мг № 30, таблетки покрытые пленочной оболочкой"
202200170,25,хлорпромазин,129,"хлорпромазин, 25 мг № 10, таблетки покрытые плёночной оболочкой"
202200171,75,клопидогрел велфарм,169,"клопидогрел велфарм, 75 мг № 28, таблетки покрытые пленочной оболочкой"
202200172,100,ацетилсалициловая кислота кардио,20,"ацетилсалициловая кислота кардио, 100 мг № 30, таблетки покрытые пленочной оболочкой, кишечнорастворимые"
202200173,100,тромбостен,25,"тромбостен, 100 мг № 30, таблетки покрытые пленочной оболочкой, кишечнорастворимые"
202200176,75,тобрамицин дж,46538,"тобрамицин дж, 75 мг/мл, 4 мл, ампулы № 56, раствор для ингаляций"
202200179,2,иглинид,119,"иглинид, 2 мг № 30, таблетки"
202200182,0.5,финголимод-натив,45412,"финголимод-натив, 0,5 мг № 28, капсулы"
202200187,unknown,"тест-полоски ""джимейт лайф""",371,"тест-полоски ""джимейт лайф"" (""gmate life"") № 50, для определения уровня глюкозы в крови для прибора ""джимейт лайф"""
202200191,500,докси-хем,413,"докси-хем, 500 мг № 30, капсулы"
202200194,10,эниксум,2050,"эниксум, 10 тыс.анти-ха ме/мл (6000 анти-ха ме), 0,6 мл, ампулы № 10, раствор для инъекций"
202200200,0.1,зифлукорт,427,"зифлукорт, 0,1 мг № 20, таблетки"
202200201,12.5,лозартан-вертекс,41,"лозартан-вертекс, 12,5 мг № 30, таблетки покрытые плёночной оболочкой"
202200207,25,леналидомид,105767,"леналидомид, 25 мг № 21, капсулы"
202300002,100,палексия ретард,1293,"палексия ретард, 100 мг № 20, таблетки пролонгированного действия, покрытые пленочной оболочкой"
202300006,30,нифекард хл,693,"нифекард хл, 30 мг № 60, таблетки с пролонгированным высвобождением, покрытые пленочной оболочкой"
202300009,250,абиратерон-промомед,84457,"абиратерон-промомед, 250 мг № 120, таблетки"
202300014,200,карбаглю,462879,"карбаглю, 200 мг № 60, таблетки диспергируемые"
202300018,25,ламотриджин фт,270,"ламотриджин фт, 25 мг № 30, таблетки"
202300019,50,ламотриджин фт,345,"ламотриджин фт, 50 мг № 30, таблетки"
202300020,100,дазатиниб,77757,"дазатиниб, 100 мг № 30, таблетки, покрытые пленочной оболочкой"
202300023,100,райзодег,2998,"райзодег, 100 ед/мл, 3 мл, картридж в шприц-ручке № 5, раствор для подкожного введения"
202300024,1.5,мирапекс пд,1112,"мирапекс пд, 1,5 мг № 30, таблетки с пролонгированным высвобождением"
202300025,3,гепа-мерц,2250,"гепа-мерц, 3 г, 5 г - пакетики № 30, гранулы для приготовления раствора для приема внутрь"
